"id","time_idx","time_h","concentration","solver"
"CLint_x0.5",50,40.6932203389831,4.12564163124411,"nlmixr2/rxode2"
"CLint_x0.5",51,41.5050847457627,3.87079558630073,"nlmixr2/rxode2"
"CLint_x0.5",52,42.3169491525424,3.63169089145542,"nlmixr2/rxode2"
"CLint_x0.5",53,43.128813559322,3.40735715669215,"nlmixr2/rxode2"
"CLint_x0.5",54,43.9406779661017,3.19687765979722,"nlmixr2/rxode2"
"CLint_x0.5",55,44.7525423728814,2.99940406516972,"nlmixr2/rxode2"
"CLint_x0.5",56,45.564406779661,2.81412595700093,"nlmixr2/rxode2"
"CLint_x0.5",57,46.3762711864407,2.64029925547118,"nlmixr2/rxode2"
"CLint_x0.5",58,47.1881355932203,2.4771979369259,"nlmixr2/rxode2"
"CLint_x0.5",59,48,2.32418050804077,"nlmixr2/rxode2"
"CLint_x2",0,0.1,1046.65835294775,"nlmixr2/rxode2"
"CLint_x2",1,0.911864406779661,244.983428916916,"nlmixr2/rxode2"
"CLint_x2",2,1.72372881355932,136.470408423188,"nlmixr2/rxode2"
"CLint_x2",3,2.53559322033898,84.2283481421948,"nlmixr2/rxode2"
"CLint_x2",4,3.34745762711864,55.8157345782026,"nlmixr2/rxode2"
"CLint_x2",5,4.1593220338983,39.8053719155271,"nlmixr2/rxode2"
"CLint_x2",6,4.97118644067797,30.4508783644611,"nlmixr2/rxode2"
"CLint_x2",7,5.78305084745763,24.7111643142474,"nlmixr2/rxode2"
"CLint_x2",8,6.59491525423729,20.96096704887,"nlmixr2/rxode2"
"CLint_x2",9,7.40677966101695,18.3282585510906,"nlmixr2/rxode2"
"CLint_x2",10,8.21864406779661,16.3432144828906,"nlmixr2/rxode2"
"CLint_x2",11,9.03050847457627,14.7509152499855,"nlmixr2/rxode2"
"CLint_x2",12,9.84237288135593,13.4115331703018,"nlmixr2/rxode2"
"CLint_x2",13,10.6542372881356,12.2468492559371,"nlmixr2/rxode2"
"CLint_x2",14,11.4661016949153,11.2119495213583,"nlmixr2/rxode2"
"CLint_x2",15,12.2779661016949,10.2798667412465,"nlmixr2/rxode2"
"CLint_x2",16,13.0898305084746,9.43351662009095,"nlmixr2/rxode2"
"CLint_x2",17,13.9016949152542,8.66123997153088,"nlmixr2/rxode2"
"CLint_x2",18,14.7135593220339,7.95453577505947,"nlmixr2/rxode2"
"CLint_x2",19,15.5254237288136,7.30675867515459,"nlmixr2/rxode2"
"CLint_x2",20,16.3372881355932,6.71240257613725,"nlmixr2/rxode2"
"CLint_x2",21,17.1491525423729,6.1667467426383,"nlmixr2/rxode2"
"CLint_x2",22,17.9610169491525,5.66563833071275,"nlmixr2/rxode2"
"CLint_x2",23,18.7728813559322,5.20535613014655,"nlmixr2/rxode2"
"CLint_x2",24,19.5847457627119,4.78252291357312,"nlmixr2/rxode2"
"CLint_x2",25,20.3966101694915,4.39406299676224,"nlmixr2/rxode2"
"CLint_x2",26,21.2084745762712,4.03716961001594,"nlmixr2/rxode2"
"CLint_x2",27,22.0203389830508,3.70927299579296,"nlmixr2/rxode2"
"CLint_x2",28,22.8322033898305,3.40801363272756,"nlmixr2/rxode2"
"CLint_x2",29,23.6440677966102,3.13122435217945,"nlmixr2/rxode2"
"CLint_x2",30,24.4559322033898,2.87691586947667,"nlmixr2/rxode2"
"CLint_x2",31,25.2677966101695,2.64326214994289,"nlmixr2/rxode2"
"CLint_x2",32,26.0796610169492,2.42858576448577,"nlmixr2/rxode2"
"CLint_x2",33,26.8915254237288,2.23134506059181,"nlmixr2/rxode2"
"CLint_x2",34,27.7033898305085,2.05012354393513,"nlmixr2/rxode2"
"CLint_x2",35,28.5152542372881,1.88362007870726,"nlmixr2/rxode2"
"CLint_x2",36,29.3271186440678,1.73063947367761,"nlmixr2/rxode2"
"CLint_x2",37,30.1389830508475,1.59008347716934,"nlmixr2/rxode2"
"CLint_x2",38,30.9508474576271,1.46094296012991,"nlmixr2/rxode2"
"CLint_x2",39,31.7627118644068,1.34229068645413,"nlmixr2/rxode2"
"CLint_x2",40,32.5745762711864,1.23327490716238,"nlmixr2/rxode2"
"CLint_x2",41,33.3864406779661,1.13311296021405,"nlmixr2/rxode2"
"CLint_x2",42,34.1983050847458,1.04108585393971,"nlmixr2/rxode2"
"CLint_x2",43,35.0101694915254,0.956532789062913,"nlmixr2/rxode2"
"CLint_x2",44,35.8220338983051,0.87884682639233,"nlmixr2/rxode2"
"CLint_x2",45,36.6338983050847,0.807470205206355,"nlmixr2/rxode2"
"CLint_x2",46,37.4457627118644,0.74189053489344,"nlmixr2/rxode2"
"CLint_x2",47,38.2576271186441,0.681636999657151,"nlmixr2/rxode2"
"CLint_x2",48,39.0694915254237,0.626277024980156,"nlmixr2/rxode2"
"CLint_x2",49,39.8813559322034,0.575413175249196,"nlmixr2/rxode2"
"CLint_x2",50,40.6932203389831,0.528680295576264,"nlmixr2/rxode2"
"CLint_x2",51,41.5050847457627,0.485742885201277,"nlmixr2/rxode2"
"CLint_x2",52,42.3169491525424,0.446292688716261,"nlmixr2/rxode2"
"CLint_x2",53,43.128813559322,0.410046486719855,"nlmixr2/rxode2"
"CLint_x2",54,43.9406779661017,0.376744063604874,"nlmixr2/rxode2"
"CLint_x2",55,44.7525423728814,0.346146337641885,"nlmixr2/rxode2"
"CLint_x2",56,45.564406779661,0.318033643436818,"nlmixr2/rxode2"
"CLint_x2",57,46.3762711864407,0.292204155596555,"nlmixr2/rxode2"
"CLint_x2",58,47.1881355932203,0.268472440663721,"nlmixr2/rxode2"
"CLint_x2",59,48,0.246668125745979,"nlmixr2/rxode2"
"KbAD_x0.5",0,0.1,1113.25768453632,"nlmixr2/rxode2"
"KbAD_x0.5",1,0.911864406779661,337.392607783367,"nlmixr2/rxode2"
"KbAD_x0.5",2,1.72372881355932,214.239260151544,"nlmixr2/rxode2"
